image,label,split,box_count
datasets/softcare/pseudo/images/train/row00057_c14f414f2820.webp,datasets/softcare/pseudo/labels/train/row00057_c14f414f2820.txt,train,0
datasets/softcare/pseudo/images/train/row00063_b3a57d1ed15b.webp,datasets/softcare/pseudo/labels/train/row00063_b3a57d1ed15b.txt,train,0
datasets/softcare/pseudo/images/train/row00064_2c7fa8e65842.webp,datasets/softcare/pseudo/labels/train/row00064_2c7fa8e65842.txt,train,5
datasets/softcare/pseudo/images/train/row00069_592ff0848ca1.webp,datasets/softcare/pseudo/labels/train/row00069_592ff0848ca1.txt,train,1
datasets/softcare/pseudo/images/train/row00071_98d6763b9dc6.webp,datasets/softcare/pseudo/labels/train/row00071_98d6763b9dc6.txt,train,1
datasets/softcare/pseudo/images/train/row00073_3a175dadabf8.webp,datasets/softcare/pseudo/labels/train/row00073_3a175dadabf8.txt,train,2
datasets/softcare/pseudo/images/train/row00075_76677b4c55ca.webp,datasets/softcare/pseudo/labels/train/row00075_76677b4c55ca.txt,train,19
datasets/softcare/pseudo/images/train/row00076_42fc816470b2.webp,datasets/softcare/pseudo/labels/train/row00076_42fc816470b2.txt,train,4
datasets/softcare/pseudo/images/train/row00077_20155275b59a.webp,datasets/softcare/pseudo/labels/train/row00077_20155275b59a.txt,train,2
datasets/softcare/pseudo/images/train/row00078_6b1a31a6c36a.webp,datasets/softcare/pseudo/labels/train/row00078_6b1a31a6c36a.txt,train,22
datasets/softcare/pseudo/images/train/row00079_533cc72f7ef0.webp,datasets/softcare/pseudo/labels/train/row00079_533cc72f7ef0.txt,train,6
datasets/softcare/pseudo/images/train/row00080_f9f1cef54cf0.webp,datasets/softcare/pseudo/labels/train/row00080_f9f1cef54cf0.txt,train,12
datasets/softcare/pseudo/images/train/row00081_8086b115a420.webp,datasets/softcare/pseudo/labels/train/row00081_8086b115a420.txt,train,3
datasets/softcare/pseudo/images/train/row00082_4d56dfe67a7f.webp,datasets/softcare/pseudo/labels/train/row00082_4d56dfe67a7f.txt,train,6
datasets/softcare/pseudo/images/train/row00083_cdf80b1e3c53.webp,datasets/softcare/pseudo/labels/train/row00083_cdf80b1e3c53.txt,train,2
datasets/softcare/pseudo/images/train/row00084_cff8248b75b1.webp,datasets/softcare/pseudo/labels/train/row00084_cff8248b75b1.txt,train,19
datasets/softcare/pseudo/images/train/row00085_6c579ab94b0b.webp,datasets/softcare/pseudo/labels/train/row00085_6c579ab94b0b.txt,train,5
datasets/softcare/pseudo/images/train/row00086_ad43f6077b3f.webp,datasets/softcare/pseudo/labels/train/row00086_ad43f6077b3f.txt,train,11
datasets/softcare/pseudo/images/train/row00087_b2cf36ceb80e.webp,datasets/softcare/pseudo/labels/train/row00087_b2cf36ceb80e.txt,train,0
datasets/softcare/pseudo/images/train/row00087_d6aadfe136de.webp,datasets/softcare/pseudo/labels/train/row00087_d6aadfe136de.txt,train,6
datasets/softcare/pseudo/images/train/row00088_bb722223d8ac.webp,datasets/softcare/pseudo/labels/train/row00088_bb722223d8ac.txt,train,11
datasets/softcare/pseudo/images/train/row00089_345b80b481e9.webp,datasets/softcare/pseudo/labels/train/row00089_345b80b481e9.txt,train,5
datasets/softcare/pseudo/images/train/row00091_ae49ba769e40.webp,datasets/softcare/pseudo/labels/train/row00091_ae49ba769e40.txt,train,11
datasets/softcare/pseudo/images/train/row00091_d8aa4f5d40bd.webp,datasets/softcare/pseudo/labels/train/row00091_d8aa4f5d40bd.txt,train,22
datasets/softcare/pseudo/images/train/row00092_7504413b4d05.webp,datasets/softcare/pseudo/labels/train/row00092_7504413b4d05.txt,train,1
datasets/softcare/pseudo/images/train/row00093_0dca99512f42.webp,datasets/softcare/pseudo/labels/train/row00093_0dca99512f42.txt,train,1
datasets/softcare/pseudo/images/train/row00094_2c1820e972a6.webp,datasets/softcare/pseudo/labels/train/row00094_2c1820e972a6.txt,train,9
datasets/softcare/pseudo/images/train/row00095_6efa79632c95.webp,datasets/softcare/pseudo/labels/train/row00095_6efa79632c95.txt,train,1
datasets/softcare/pseudo/images/train/row00097_d3dd8d2a9b9c.webp,datasets/softcare/pseudo/labels/train/row00097_d3dd8d2a9b9c.txt,train,2
datasets/softcare/pseudo/images/train/row00098_122dc59eb019.webp,datasets/softcare/pseudo/labels/train/row00098_122dc59eb019.txt,train,29
datasets/softcare/pseudo/images/train/row00098_7dacff2403d9.webp,datasets/softcare/pseudo/labels/train/row00098_7dacff2403d9.txt,train,1
datasets/softcare/pseudo/images/train/row00099_7ae88d5e5d02.webp,datasets/softcare/pseudo/labels/train/row00099_7ae88d5e5d02.txt,train,18
datasets/softcare/pseudo/images/train/row00101_ab7701af7b10.webp,datasets/softcare/pseudo/labels/train/row00101_ab7701af7b10.txt,train,12
datasets/softcare/pseudo/images/train/row00102_914cdb384b9b.webp,datasets/softcare/pseudo/labels/train/row00102_914cdb384b9b.txt,train,17
datasets/softcare/pseudo/images/train/row00105_b4ea3e310313.webp,datasets/softcare/pseudo/labels/train/row00105_b4ea3e310313.txt,train,2
datasets/softcare/pseudo/images/train/row00106_5b7d22ffcfcb.webp,datasets/softcare/pseudo/labels/train/row00106_5b7d22ffcfcb.txt,train,9
datasets/softcare/pseudo/images/train/row00109_94ba67f2a7c5.webp,datasets/softcare/pseudo/labels/train/row00109_94ba67f2a7c5.txt,train,5
datasets/softcare/pseudo/images/train/row00117_4850c8c93d9d.webp,datasets/softcare/pseudo/labels/train/row00117_4850c8c93d9d.txt,train,1
datasets/softcare/pseudo/images/train/row00118_cd4e19360a9b.webp,datasets/softcare/pseudo/labels/train/row00118_cd4e19360a9b.txt,train,2
datasets/softcare/pseudo/images/train/row00119_65ae0da10970.webp,datasets/softcare/pseudo/labels/train/row00119_65ae0da10970.txt,train,5
datasets/softcare/pseudo/images/train/row00120_c3374072823e.webp,datasets/softcare/pseudo/labels/train/row00120_c3374072823e.txt,train,4
datasets/softcare/pseudo/images/train/row00122_5570a855f9eb.webp,datasets/softcare/pseudo/labels/train/row00122_5570a855f9eb.txt,train,13
datasets/softcare/pseudo/images/train/row00125_dd14d59734b1.webp,datasets/softcare/pseudo/labels/train/row00125_dd14d59734b1.txt,train,2
datasets/softcare/pseudo/images/train/row00126_64cd218c7341.webp,datasets/softcare/pseudo/labels/train/row00126_64cd218c7341.txt,train,0
datasets/softcare/pseudo/images/train/row00127_ec6f183be9eb.webp,datasets/softcare/pseudo/labels/train/row00127_ec6f183be9eb.txt,train,1
datasets/softcare/pseudo/images/train/row00129_317a0c976a0e.webp,datasets/softcare/pseudo/labels/train/row00129_317a0c976a0e.txt,train,1
datasets/softcare/pseudo/images/train/row00130_6bd58b423f5f.webp,datasets/softcare/pseudo/labels/train/row00130_6bd58b423f5f.txt,train,6
datasets/softcare/pseudo/images/train/row00131_b58aeae51d56.webp,datasets/softcare/pseudo/labels/train/row00131_b58aeae51d56.txt,train,9
datasets/softcare/pseudo/images/train/row00133_6b867ed65f72.webp,datasets/softcare/pseudo/labels/train/row00133_6b867ed65f72.txt,train,16
datasets/softcare/pseudo/images/train/row00133_d4dc338ff7c4.webp,datasets/softcare/pseudo/labels/train/row00133_d4dc338ff7c4.txt,train,3
datasets/softcare/pseudo/images/train/row00134_cb82258359cf.webp,datasets/softcare/pseudo/labels/train/row00134_cb82258359cf.txt,train,5
datasets/softcare/pseudo/images/train/row00135_fdfa7e52a0c3.webp,datasets/softcare/pseudo/labels/train/row00135_fdfa7e52a0c3.txt,train,4
datasets/softcare/pseudo/images/train/row00138_98fdb5417708.webp,datasets/softcare/pseudo/labels/train/row00138_98fdb5417708.txt,train,6
datasets/softcare/pseudo/images/train/row00139_4b6d773a56ac.webp,datasets/softcare/pseudo/labels/train/row00139_4b6d773a56ac.txt,train,7
datasets/softcare/pseudo/images/train/row00139_606dfe604e35.webp,datasets/softcare/pseudo/labels/train/row00139_606dfe604e35.txt,train,5
datasets/softcare/pseudo/images/train/row00139_9094106f322f.webp,datasets/softcare/pseudo/labels/train/row00139_9094106f322f.txt,train,2
datasets/softcare/pseudo/images/train/row00140_231610274228.webp,datasets/softcare/pseudo/labels/train/row00140_231610274228.txt,train,7
datasets/softcare/pseudo/images/train/row00141_6d9823dae196.webp,datasets/softcare/pseudo/labels/train/row00141_6d9823dae196.txt,train,3
datasets/softcare/pseudo/images/train/row00143_5ca6083c0464.webp,datasets/softcare/pseudo/labels/train/row00143_5ca6083c0464.txt,train,16
datasets/softcare/pseudo/images/train/row00147_4782303b2762.webp,datasets/softcare/pseudo/labels/train/row00147_4782303b2762.txt,train,10
datasets/softcare/pseudo/images/train/row00147_5c79f4c367ac.webp,datasets/softcare/pseudo/labels/train/row00147_5c79f4c367ac.txt,train,1
datasets/softcare/pseudo/images/train/row00148_fbdfb55da5cf.webp,datasets/softcare/pseudo/labels/train/row00148_fbdfb55da5cf.txt,train,1
datasets/softcare/pseudo/images/train/row00153_20eee95659dd.webp,datasets/softcare/pseudo/labels/train/row00153_20eee95659dd.txt,train,18
datasets/softcare/pseudo/images/train/row00154_2580b61a07f3.webp,datasets/softcare/pseudo/labels/train/row00154_2580b61a07f3.txt,train,3
datasets/softcare/pseudo/images/train/row00156_9517d8d924c4.webp,datasets/softcare/pseudo/labels/train/row00156_9517d8d924c4.txt,train,19
datasets/softcare/pseudo/images/train/row00157_713ae05bfd9b.webp,datasets/softcare/pseudo/labels/train/row00157_713ae05bfd9b.txt,train,2
datasets/softcare/pseudo/images/train/row00158_68be1130ae71.webp,datasets/softcare/pseudo/labels/train/row00158_68be1130ae71.txt,train,2
datasets/softcare/pseudo/images/train/row00164_b0f1f8f27ad3.webp,datasets/softcare/pseudo/labels/train/row00164_b0f1f8f27ad3.txt,train,2
datasets/softcare/pseudo/images/train/row00166_63a2259fb141.webp,datasets/softcare/pseudo/labels/train/row00166_63a2259fb141.txt,train,4
datasets/softcare/pseudo/images/train/row00168_0f08f644de32.webp,datasets/softcare/pseudo/labels/train/row00168_0f08f644de32.txt,train,20
datasets/softcare/pseudo/images/train/row00169_1664a02bdb16.webp,datasets/softcare/pseudo/labels/train/row00169_1664a02bdb16.txt,train,0
datasets/softcare/pseudo/images/train/row00170_e4604cc768fa.webp,datasets/softcare/pseudo/labels/train/row00170_e4604cc768fa.txt,train,4
datasets/softcare/pseudo/images/train/row00173_f474a4a7f9a3.webp,datasets/softcare/pseudo/labels/train/row00173_f474a4a7f9a3.txt,train,23
datasets/softcare/pseudo/images/train/row00174_04219d1fefcb.webp,datasets/softcare/pseudo/labels/train/row00174_04219d1fefcb.txt,train,0
datasets/softcare/pseudo/images/train/row00175_7e7e5a037937.webp,datasets/softcare/pseudo/labels/train/row00175_7e7e5a037937.txt,train,7
datasets/softcare/pseudo/images/train/row00175_a2d394d866b8.webp,datasets/softcare/pseudo/labels/train/row00175_a2d394d866b8.txt,train,11
datasets/softcare/pseudo/images/train/row00176_6baa3851c892.webp,datasets/softcare/pseudo/labels/train/row00176_6baa3851c892.txt,train,6
datasets/softcare/pseudo/images/train/row00177_d88a03136976.webp,datasets/softcare/pseudo/labels/train/row00177_d88a03136976.txt,train,2
datasets/softcare/pseudo/images/train/row00178_2db733d8bd50.webp,datasets/softcare/pseudo/labels/train/row00178_2db733d8bd50.txt,train,0
datasets/softcare/pseudo/images/train/row00179_029b17fe6f98.webp,datasets/softcare/pseudo/labels/train/row00179_029b17fe6f98.txt,train,8
datasets/softcare/pseudo/images/train/row00179_15ab83c8f6e9.webp,datasets/softcare/pseudo/labels/train/row00179_15ab83c8f6e9.txt,train,5
datasets/softcare/pseudo/images/train/row00179_b9c6f7d77ea0.webp,datasets/softcare/pseudo/labels/train/row00179_b9c6f7d77ea0.txt,train,1
datasets/softcare/pseudo/images/train/row00179_c55a10cf1e31.webp,datasets/softcare/pseudo/labels/train/row00179_c55a10cf1e31.txt,train,20
datasets/softcare/pseudo/images/train/row00180_0cf39e205ec8.webp,datasets/softcare/pseudo/labels/train/row00180_0cf39e205ec8.txt,train,3
datasets/softcare/pseudo/images/val/row00181_391a076538c0.webp,datasets/softcare/pseudo/labels/val/row00181_391a076538c0.txt,val,1
datasets/softcare/pseudo/images/val/row00183_2db722efb68d.webp,datasets/softcare/pseudo/labels/val/row00183_2db722efb68d.txt,val,3
datasets/softcare/pseudo/images/val/row00185_d3cf0056f310.webp,datasets/softcare/pseudo/labels/val/row00185_d3cf0056f310.txt,val,7
datasets/softcare/pseudo/images/val/row00186_f6deacc77e84.webp,datasets/softcare/pseudo/labels/val/row00186_f6deacc77e84.txt,val,3
datasets/softcare/pseudo/images/val/row00188_7478fa0caadf.webp,datasets/softcare/pseudo/labels/val/row00188_7478fa0caadf.txt,val,0
datasets/softcare/pseudo/images/val/row00188_cc2095471273.webp,datasets/softcare/pseudo/labels/val/row00188_cc2095471273.txt,val,0
datasets/softcare/pseudo/images/val/row00189_2fbdb5cbffac.webp,datasets/softcare/pseudo/labels/val/row00189_2fbdb5cbffac.txt,val,8
datasets/softcare/pseudo/images/val/row00193_b848620fe2b7.webp,datasets/softcare/pseudo/labels/val/row00193_b848620fe2b7.txt,val,0
datasets/softcare/pseudo/images/val/row00194_94c2cb74cd72.webp,datasets/softcare/pseudo/labels/val/row00194_94c2cb74cd72.txt,val,6
datasets/softcare/pseudo/images/val/row00196_ca2fdbc21af3.webp,datasets/softcare/pseudo/labels/val/row00196_ca2fdbc21af3.txt,val,8
datasets/softcare/pseudo/images/val/row00197_ee25677447a2.webp,datasets/softcare/pseudo/labels/val/row00197_ee25677447a2.txt,val,1
datasets/softcare/pseudo/images/val/row00201_92e27eb15324.webp,datasets/softcare/pseudo/labels/val/row00201_92e27eb15324.txt,val,1
datasets/softcare/pseudo/images/val/row00204_b7a696dac5b9.webp,datasets/softcare/pseudo/labels/val/row00204_b7a696dac5b9.txt,val,1
datasets/softcare/pseudo/images/val/row00205_e3f81cbf614e.webp,datasets/softcare/pseudo/labels/val/row00205_e3f81cbf614e.txt,val,6
datasets/softcare/pseudo/images/val/row00207_af28fcc9f7bf.webp,datasets/softcare/pseudo/labels/val/row00207_af28fcc9f7bf.txt,val,6
datasets/softcare/pseudo/images/val/row00209_af405c2e11c0.webp,datasets/softcare/pseudo/labels/val/row00209_af405c2e11c0.txt,val,1
datasets/softcare/pseudo/images/val/row00213_60b6468e8e64.webp,datasets/softcare/pseudo/labels/val/row00213_60b6468e8e64.txt,val,0
datasets/softcare/pseudo/images/val/row00217_e6f5c7e2cfca.webp,datasets/softcare/pseudo/labels/val/row00217_e6f5c7e2cfca.txt,val,6
datasets/softcare/pseudo/images/val/row00219_03a68c93be72.webp,datasets/softcare/pseudo/labels/val/row00219_03a68c93be72.txt,val,0
datasets/softcare/pseudo/images/val/row00224_00312dae4624.webp,datasets/softcare/pseudo/labels/val/row00224_00312dae4624.txt,val,0
datasets/softcare/pseudo/images/val/row00226_a0efdc39cedb.webp,datasets/softcare/pseudo/labels/val/row00226_a0efdc39cedb.txt,val,2
datasets/softcare/pseudo/images/val/row00227_26927c3bf5de.webp,datasets/softcare/pseudo/labels/val/row00227_26927c3bf5de.txt,val,15
datasets/softcare/pseudo/images/val/row00229_9c055e13e3fb.webp,datasets/softcare/pseudo/labels/val/row00229_9c055e13e3fb.txt,val,3
datasets/softcare/pseudo/images/val/row00229_d14a181987b5.webp,datasets/softcare/pseudo/labels/val/row00229_d14a181987b5.txt,val,2
datasets/softcare/pseudo/images/val/row00237_6a9a22758152.webp,datasets/softcare/pseudo/labels/val/row00237_6a9a22758152.txt,val,7
datasets/softcare/pseudo/images/val/row00238_457b2a59010c.webp,datasets/softcare/pseudo/labels/val/row00238_457b2a59010c.txt,val,1
datasets/softcare/pseudo/images/val/row00240_5b27a57817c3.webp,datasets/softcare/pseudo/labels/val/row00240_5b27a57817c3.txt,val,7
datasets/softcare/pseudo/images/val/row00242_7a4a3250954d.webp,datasets/softcare/pseudo/labels/val/row00242_7a4a3250954d.txt,val,3
datasets/softcare/pseudo/images/val/row00244_2260185c05bd.webp,datasets/softcare/pseudo/labels/val/row00244_2260185c05bd.txt,val,5
datasets/softcare/pseudo/images/val/row00247_0ef943e43cf6.webp,datasets/softcare/pseudo/labels/val/row00247_0ef943e43cf6.txt,val,4
datasets/softcare/pseudo/images/val/row00248_32bb750c0236.webp,datasets/softcare/pseudo/labels/val/row00248_32bb750c0236.txt,val,1
datasets/softcare/pseudo/images/val/row00249_ca540b5697bc.webp,datasets/softcare/pseudo/labels/val/row00249_ca540b5697bc.txt,val,4
datasets/softcare/pseudo/images/val/row00251_630642d5a3c2.webp,datasets/softcare/pseudo/labels/val/row00251_630642d5a3c2.txt,val,4
datasets/softcare/pseudo/images/val/row00254_76c004028e07.webp,datasets/softcare/pseudo/labels/val/row00254_76c004028e07.txt,val,7
datasets/softcare/pseudo/images/test/row00255_1d4e7825d4ba.webp,datasets/softcare/pseudo/labels/test/row00255_1d4e7825d4ba.txt,test,8
datasets/softcare/pseudo/images/test/row00258_6a5a15912c57.webp,datasets/softcare/pseudo/labels/test/row00258_6a5a15912c57.txt,test,9
datasets/softcare/pseudo/images/test/row00263_60635499be67.webp,datasets/softcare/pseudo/labels/test/row00263_60635499be67.txt,test,1
datasets/softcare/pseudo/images/test/row00267_ee1a1c61c735.webp,datasets/softcare/pseudo/labels/test/row00267_ee1a1c61c735.txt,test,2
datasets/softcare/pseudo/images/test/row00268_91f4a868c338.webp,datasets/softcare/pseudo/labels/test/row00268_91f4a868c338.txt,test,7
datasets/softcare/pseudo/images/test/row00268_d90e02355241.webp,datasets/softcare/pseudo/labels/test/row00268_d90e02355241.txt,test,4
datasets/softcare/pseudo/images/test/row00269_a27a4e3a0810.webp,datasets/softcare/pseudo/labels/test/row00269_a27a4e3a0810.txt,test,5
datasets/softcare/pseudo/images/test/row00273_120378fc393f.webp,datasets/softcare/pseudo/labels/test/row00273_120378fc393f.txt,test,1
datasets/softcare/pseudo/images/test/row00273_769c44b44891.webp,datasets/softcare/pseudo/labels/test/row00273_769c44b44891.txt,test,1
datasets/softcare/pseudo/images/test/row00274_5f90701feda6.webp,datasets/softcare/pseudo/labels/test/row00274_5f90701feda6.txt,test,2
datasets/softcare/pseudo/images/test/row00278_832d64604e1d.webp,datasets/softcare/pseudo/labels/test/row00278_832d64604e1d.txt,test,3
datasets/softcare/pseudo/images/test/row00282_7d110d267e3d.webp,datasets/softcare/pseudo/labels/test/row00282_7d110d267e3d.txt,test,2
datasets/softcare/pseudo/images/test/row00283_ee4ba7f53ac8.webp,datasets/softcare/pseudo/labels/test/row00283_ee4ba7f53ac8.txt,test,3
datasets/softcare/pseudo/images/test/row00287_1d7e65728b17.webp,datasets/softcare/pseudo/labels/test/row00287_1d7e65728b17.txt,test,1
datasets/softcare/pseudo/images/test/row00287_43b0115e3701.webp,datasets/softcare/pseudo/labels/test/row00287_43b0115e3701.txt,test,3
datasets/softcare/pseudo/images/test/row00290_46d01e88c539.webp,datasets/softcare/pseudo/labels/test/row00290_46d01e88c539.txt,test,15
datasets/softcare/pseudo/images/test/row00291_2154e7045383.webp,datasets/softcare/pseudo/labels/test/row00291_2154e7045383.txt,test,14
datasets/softcare/pseudo/images/test/row00294_696ca015bbdd.webp,datasets/softcare/pseudo/labels/test/row00294_696ca015bbdd.txt,test,20
